path_id,total,safe,unsafe
4167,1,1,0
8351,3,3,0
12702,3,3,0
15738,6,6,0
18787,7,7,0
24721,174,174,0
25752,5,5,0
28801,172,172,0
32085,1,1,0
33139,222,222,0
38170,210,210,0
39006,201,201,0
39472,10,10,0
45135,1,1,0
47117,1,1,0
48184,3,3,0
51197,1,1,0
51468,184,184,0
54504,2,2,0
58584,207,207,0
61891,194,194,0
64518,1,1,0
