PID,TID,Source,Destination,Size_MB,Latency_us,Bandwidth_GBps,Start_ns,End_ns,WallStart_ns,WallEnd_ns
1961865,1973184,Host(NUMA 7),Device ?,16.00,919.58,18.24,11246790578871440,11246790579791020,1781444304153947690,1781444304154867270
1962011,1974998,Host(NUMA 5),Device ?,12.00,627.37,20.06,11246790579312650,11246790579940020,1781444304154551540,1781444304155178910
1962011,1974998,Host(NUMA 5),Device ?,4.00,487.76,8.60,11246790579982780,11246790580470540,1781444304155066050,1781444304155553810
1961865,1973184,Host(NUMA 7),Device ?,16.00,916.53,18.31,11246790579842590,11246790580759120,1781444304154956620,1781444304155873150
1962011,1974998,Host(NUMA 5),Device ?,16.00,807.57,20.77,11246790580516460,11246790581324030,1781444304155599370,1781444304156406940
1961865,1973184,Host(NUMA 7),Device ?,12.00,734.55,17.13,11246790580809460,11246790581544010,1781444304155966720,1781444304156701270
1961865,1973184,Host(NUMA 7),Device ?,4.00,402.72,10.41,11246790581591440,11246790581994160,1781444304156666750,1781444304157069470
1962011,1974998,Host(NUMA 5),Device ?,16.00,854.44,19.64,11246790581375730,11246790582230170,1781444304156509380,1781444304157363820
1962011,1974998,Host(NUMA 5),Device ?,12.00,583.33,21.57,11246790582280170,11246790582863500,1781444304157363540,1781444304157946870
1961865,1973184,Host(NUMA 7),Device ?,16.00,907.83,18.48,11246790582038250,11246790582946080,1781444304157336340,1781444304158244170
1962011,1974998,Host(NUMA 5),Device ?,4.00,287.58,14.58,11246790582910220,11246790583197800,1781444304158240250,1781444304158527830
1961865,1973184,Host(NUMA 7),Device ?,16.00,891.21,18.83,11246790582990020,11246790583881230,1781444304158080550,1781444304158971760
1962011,1974998,Host(NUMA 5),Device ?,16.00,848.00,19.78,11246790583240650,11246790584088650,1781444304158420360,1781444304159268360
1961865,1973184,Host(NUMA 7),Device ?,12.00,674.26,18.66,11246790583930550,11246790584604810,1781444304159003320,1781444304159677580
1961865,1973184,Host(NUMA 7),Device ?,4.00,369.31,11.36,11246790584649330,11246790585018640,1781444304159723720,1781444304160093030
1962011,1974998,Host(NUMA 5),Device ?,16.00,926.81,18.10,11246790584133250,11246790585060060,1781444304159472250,1781444304160399060
1962011,1974998,Host(NUMA 5),Device ?,12.00,580.43,21.68,11246790585106770,11246790585687200,1781444304160189460,1781444304160769890
1961865,1973184,Host(NUMA 7),Device ?,16.00,886.77,18.92,11246790585067190,11246790585953960,1781444304160178840,1781444304161065610
1962011,1974998,Host(NUMA 5),Device ?,4.00,337.46,12.43,11246790585731030,11246790586068490,1781444304161012140,1781444304161349600
1961865,1973184,Host(NUMA 7),Device ?,16.00,908.95,18.46,11246790586007610,11246790586916560,1781444304161080930,1781444304161989880
1962011,1974998,Host(NUMA 5),Device ?,16.00,867.40,19.34,11246790586109850,11246790586977250,1781444304161415500,1781444304162282900
1961865,1973184,Host(NUMA 7),Device ?,12.00,656.88,19.16,11246790586966350,11246790587623230,1781444304162039200,1781444304162696080
1962011,1974998,Host(NUMA 5),Device ?,16.00,860.10,19.51,11246790587025040,11246790587885140,1781444304162136600,1781444304162996700
1961865,1973184,Host(NUMA 7),Device ?,4.00,323.23,12.98,11246790587669350,11246790587992580,1781444304162963160,1781444304163286390
1962011,1974998,Host(NUMA 5),Device ?,12.00,601.38,20.92,11246790587933120,11246790588534500,1781444304163009710,1781444304163611090
1962011,1974998,Host(NUMA 5),Device ?,4.00,296.85,14.13,11246790588578230,11246790588875080,1781444304163658740,1781444304163955590
1961865,1973184,Host(NUMA 7),Device ?,16.00,858.68,19.54,11246790588049710,11246790588908390,1781444304163279830,1781444304164138510
1961790,1973354,Host(NUMA 6),Device ?,509.88,29840.37,17.92,11246790559794280,11246790589634650,1781444304134902230,1781444304164742600
1962011,1974998,Host(NUMA 5),Device ?,16.00,981.76,17.09,11246790588917130,11246790589898890,1781444304164030510,1781444304165012270
1961865,1973184,Host(NUMA 7),Device ?,16.00,858.61,19.54,11246790588955470,11246790589814080,1781444304164331930,1781444304165190540
1961865,1973184,Host(NUMA 7),Device ?,12.00,641.42,19.62,11246790589863110,11246790590504530,1781444304164937070,1781444304165578490
1961865,1973184,Host(NUMA 7),Device ?,4.00,323.56,12.96,11246790590546810,11246790590870370,1781444304165620700,1781444304165944260
