WindowStart_ns,WindowEnd_ns,Source,Destination,Bytes_MB,Bandwidth_GBps,WindowStartWall_ns,WindowEndWall_ns,Duration_ms,Packet_Count
11246790768839990,11246790768859960,Host(NUMA 3),Device ?,0.02,0.82,1781444304413488420,1781444304413508390,0.020,1
11246790768888770,11246790768907250,Host(NUMA 3),Device ?,0.02,0.89,1781444304413645940,1781444304413664420,0.018,1
11246790768936310,11246790768956230,Host(NUMA 3),Device ?,0.01,0.31,1781444304413798800,1781444304413818720,0.020,1
11246790768984790,11246790769002900,Host(NUMA 3),Device ?,0.01,0.45,1781444304413958310,1781444304413976420,0.018,1
11246790769030880,11246790769049160,Host(NUMA 3),Device ?,0.02,0.90,1781444304414119710,1781444304414137990,0.018,1
11246790769078230,11246790769097430,Host(NUMA 3),Device ?,0.02,0.85,1781444304414274480,1781444304414293680,0.019,1
11246790769124870,11246790769143620,Host(NUMA 3),Device ?,0.01,0.44,1781444304414431700,1781444304414450450,0.019,1
11246790769171490,11246790769190210,Host(NUMA 3),Device ?,0.01,0.44,1781444304414587620,1781444304414606340,0.019,1
11246790769228860,11246790769248660,Host(NUMA 3),Device ?,0.02,0.83,1781444304414739390,1781444304414759190,0.020,1
11246790769280010,11246790769300450,Host(NUMA 3),Device ?,0.02,0.80,1781444304414920180,1781444304414940620,0.020,1
11246790769328440,11246790769348130,Host(NUMA 3),Device ?,0.01,0.31,1781444304415082990,1781444304415102680,0.020,1
11246790769376810,11246790769396910,Host(NUMA 3),Device ?,0.01,0.41,1781444304415239020,1781444304415259120,0.020,1
11246790769426640,11246790769447560,Host(NUMA 3),Device ?,0.02,0.78,1781444304415394870,1781444304415415790,0.021,1
11246790769478570,11246790769498920,Host(NUMA 3),Device ?,0.02,0.81,1781444304415564370,1781444304415584720,0.020,1
11246790769530450,11246790769549780,Host(NUMA 3),Device ?,0.01,0.42,1781444304415720270,1781444304415739600,0.019,1
11246790769578570,11246790769597010,Host(NUMA 3),Device ?,0.01,0.44,1781444304415876080,1781444304415894520,0.018,1
11246790769625690,11246790769644550,Host(NUMA 3),Device ?,0.02,0.87,1781444304416041580,1781444304416060440,0.019,1
11246790769675000,11246790769694250,Host(NUMA 3),Device ?,0.02,0.85,1781444304416207630,1781444304416226880,0.019,1
11246790769724860,11246790769745530,Host(NUMA 3),Device ?,0.01,0.30,1781444304416363760,1781444304416384430,0.021,1
11246790769775850,11246790769795780,Host(NUMA 3),Device ?,0.01,0.41,1781444304416522040,1781444304416541970,0.020,1
11246790769823030,11246790769842230,Host(NUMA 3),Device ?,0.02,0.85,1781444304416682090,1781444304416701290,0.019,1
11246790769870230,11246790769889630,Host(NUMA 3),Device ?,0.02,0.84,1781444304416839430,1781444304416858830,0.019,1
11246790769916800,11246790769937440,Host(NUMA 3),Device ?,0.01,0.40,1781444304416993780,1781444304417014420,0.021,1
11246790769965770,11246790769985210,Host(NUMA 3),Device ?,0.01,0.42,1781444304417147970,1781444304417167410,0.019,1
11246790770018550,11246790770038800,Host(NUMA 3),Device ?,0.02,0.81,1781444304417305350,1781444304417325600,0.020,1
11246790770068420,11246790770087960,Host(NUMA 3),Device ?,0.02,0.84,1781444304417460470,1781444304417480010,0.020,1
11246790770118560,11246790770140190,Host(NUMA 3),Device ?,0.01,0.28,1781444304417613320,1781444304417634950,0.022,1
11246790770171550,11246790770192130,Host(NUMA 3),Device ?,0.01,0.40,1781444304417773750,1781444304417794330,0.021,1
11246790770220100,11246790770241860,Host(NUMA 3),Device ?,0.02,0.75,1781444304417928820,1781444304417950580,0.022,1
11246790770276520,11246790770297600,Host(NUMA 3),Device ?,0.02,0.78,1781444304418099760,1781444304418120840,0.021,1
11246790770328300,11246790770347560,Host(NUMA 3),Device ?,0.01,0.43,1781444304418258600,1781444304418277860,0.019,1
11246790770374880,11246790770392930,Host(NUMA 3),Device ?,0.01,0.45,1781444304418418190,1781444304418436240,0.018,1
11246790770425200,11246790770444740,Host(NUMA 3),Device ?,0.02,0.84,1781444304418573040,1781444304418592580,0.020,1
11246790770474520,11246790770493880,Host(NUMA 3),Device ?,0.02,0.85,1781444304418730510,1781444304418749870,0.019,1
11246790770525040,11246790770545260,Host(NUMA 3),Device ?,0.01,0.30,1781444304418888210,1781444304418908430,0.020,1
11246790770574550,11246790770593590,Host(NUMA 3),Device ?,0.01,0.43,1781444304419063160,1781444304419082200,0.019,1
11246790770622020,11246790770641570,Host(NUMA 3),Device ?,0.02,0.84,1781444304419218260,1781444304419237810,0.020,1
11246790770669710,11246790770690430,Host(NUMA 3),Device ?,0.02,0.79,1781444304419368640,1781444304419389360,0.021,1
11246790770720120,11246790770740150,Host(NUMA 3),Device ?,0.01,0.41,1781444304419525990,1781444304419546020,0.020,1
11246790770770730,11246790770789900,Host(NUMA 3),Device ?,0.01,0.43,1781444304419682790,1781444304419701960,0.019,1
11246790770818930,11246790770839640,Host(NUMA 3),Device ?,0.02,0.79,1781444304419838660,1781444304419859370,0.021,1
11246790770871670,11246790770897270,Host(NUMA 3),Device ?,0.02,0.64,1781444304419990960,1781444304420016560,0.026,1
11246790770927370,11246790770947440,Host(NUMA 3),Device ?,0.01,0.31,1781444304420153170,1781444304420173240,0.020,1
11246790770976140,11246790770995250,Host(NUMA 3),Device ?,0.01,0.43,1781444304420312300,1781444304420331410,0.019,1
11246790771024060,11246790771043940,Host(NUMA 3),Device ?,0.02,0.82,1781444304420473340,1781444304420493220,0.020,1
11246790771073890,11246790771093520,Host(NUMA 3),Device ?,0.02,0.83,1781444304420647330,1781444304420666960,0.020,1
11246790771121470,11246790771143130,Host(NUMA 3),Device ?,0.01,0.38,1781444304420803070,1781444304420824730,0.022,1
11246790771171160,11246790771190790,Host(NUMA 3),Device ?,0.01,0.42,1781444304420960150,1781444304420979780,0.020,1
11246790771219360,11246790771237720,Host(NUMA 3),Device ?,0.02,0.89,1781444304421120860,1781444304421139220,0.018,1
11246790771267510,11246790771287240,Host(NUMA 3),Device ?,0.02,0.83,1781444304421290400,1781444304421310130,0.020,1
11246790771315610,11246790771333570,Host(NUMA 3),Device ?,0.01,0.34,1781444304421448950,1781444304421466910,0.018,1
11246790771360160,11246790771378340,Host(NUMA 3),Device ?,0.01,0.45,1781444304421619540,1781444304421637720,0.018,1
11246790771406230,11246790771423790,Host(NUMA 3),Device ?,0.02,0.93,1781444304421787260,1781444304421804820,0.018,1
11246790771454820,11246790771473560,Host(NUMA 3),Device ?,0.02,0.87,1781444304421944250,1781444304421962990,0.019,1
11246790771502600,11246790771522150,Host(NUMA 3),Device ?,0.01,0.42,1781444304422094920,1781444304422114470,0.020,1
11246790771550060,11246790771569780,Host(NUMA 3),Device ?,0.01,0.42,1781444304422250180,1781444304422269900,0.020,1
11246790771600690,11246790771619290,Host(NUMA 3),Device ?,0.02,0.88,1781444304422411260,1781444304422429860,0.019,1
11246790771650520,11246790771669670,Host(NUMA 3),Device ?,0.02,0.86,1781444304422566740,1781444304422585890,0.019,1
11246790771700390,11246790771719980,Host(NUMA 3),Device ?,0.01,0.31,1781444304422720570,1781444304422740160,0.020,1
11246790771748250,11246790771768930,Host(NUMA 3),Device ?,0.01,0.40,1781444304422874960,1781444304422895640,0.021,1
11246790771801540,11246790771821180,Host(NUMA 3),Device ?,0.02,0.83,1781444304423049900,1781444304423069540,0.020,1
11246790771850380,11246790771871260,Host(NUMA 3),Device ?,0.02,0.78,1781444304423210630,1781444304423231510,0.021,1
11246790771900300,11246790771920010,Host(NUMA 3),Device ?,0.01,0.42,1781444304423366470,1781444304423386180,0.020,1
11246790771948780,11246790771969860,Host(NUMA 3),Device ?,0.01,0.39,1781444304423522880,1781444304423543960,0.021,1
11246790771998560,11246790772026490,Host(NUMA 3),Device ?,0.02,0.59,1781444304423670950,1781444304423698880,0.028,1
11246790772056210,11246790772074660,Host(NUMA 3),Device ?,0.02,0.89,1781444304423836680,1781444304423855130,0.018,1
11246790772103220,11246790772122520,Host(NUMA 3),Device ?,0.01,0.32,1781444304423992470,1781444304424011770,0.019,1
11246790772151270,11246790772172470,Host(NUMA 3),Device ?,0.01,0.39,1781444304424143050,1781444304424164250,0.021,1
11246790772203680,11246790772224710,Host(NUMA 3),Device ?,0.02,0.78,1781444304424298200,1781444304424319230,0.021,1
11246790772254870,11246790772273220,Host(NUMA 3),Device ?,0.02,0.89,1781444304424475640,1781444304424493990,0.018,1
11246790772301320,11246790772320770,Host(NUMA 3),Device ?,0.01,0.42,1781444304424639830,1781444304424659280,0.019,1
11246790772351530,11246790772373980,Host(NUMA 3),Device ?,0.01,0.36,1781444304424795090,1781444304424817540,0.022,1
11246790772402950,11246790772422070,Host(NUMA 3),Device ?,0.02,0.86,1781444304424954860,1781444304424973980,0.019,1
11246790772449940,11246790772468310,Host(NUMA 3),Device ?,0.02,0.89,1781444304425115320,1781444304425133690,0.018,1
11246790772495410,11246790772512900,Host(NUMA 3),Device ?,0.01,0.35,1781444304425271400,1781444304425288890,0.017,1
11246790772540340,11246790772558230,Host(NUMA 3),Device ?,0.01,0.46,1781444304425427280,1781444304425445170,0.018,1
11246790772586660,11246790772605860,Host(NUMA 3),Device ?,0.02,0.85,1781444304425596280,1781444304425615480,0.019,1
11246790772637190,11246790772656000,Host(NUMA 3),Device ?,0.02,0.87,1781444304425752990,1781444304425771800,0.019,1
11246790772689280,11246790772710020,Host(NUMA 3),Device ?,0.01,0.39,1781444304425905830,1781444304425926570,0.021,1
11246790772743480,11246790772762640,Host(NUMA 3),Device ?,0.01,0.43,1781444304426065150,1781444304426084310,0.019,1
11246790772791990,11246790772811170,Host(NUMA 3),Device ?,0.02,0.85,1781444304426224900,1781444304426244080,0.019,1
11246790772841480,11246790772861810,Host(NUMA 3),Device ?,0.02,0.81,1781444304426381400,1781444304426401730,0.020,1
11246790772890580,11246790772910800,Host(NUMA 3),Device ?,0.01,0.30,1781444304426538030,1781444304426558250,0.020,1
11246790772941450,11246790772960720,Host(NUMA 3),Device ?,0.01,0.43,1781444304426703050,1781444304426722320,0.019,1
11246790772988770,11246790773006630,Host(NUMA 3),Device ?,0.02,0.92,1781444304426862770,1781444304426880630,0.018,1
11246790773034090,11246790773053070,Host(NUMA 3),Device ?,0.02,0.86,1781444304427059000,1781444304427077980,0.019,1
11246790773080990,11246790773101120,Host(NUMA 3),Device ?,0.01,0.41,1781444304427218720,1781444304427238850,0.020,1
11246790773130130,11246790773150430,Host(NUMA 3),Device ?,0.01,0.40,1781444304427393800,1781444304427414100,0.020,1
11246790773184680,11246790773204870,Host(NUMA 3),Device ?,0.02,0.81,1781444304427553920,1781444304427574110,0.020,1
11246790773232670,11246790773252700,Host(NUMA 3),Device ?,0.02,0.82,1781444304427725220,1781444304427745250,0.020,1
11246790773281460,11246790773299730,Host(NUMA 3),Device ?,0.01,0.34,1781444304427884270,1781444304427902540,0.018,1
11246790773328870,11246790773348020,Host(NUMA 3),Device ?,0.01,0.43,1781444304428038310,1781444304428057460,0.019,1
11246790773377420,11246790773396560,Host(NUMA 3),Device ?,0.02,0.86,1781444304428195200,1781444304428214340,0.019,1
11246790773426060,11246790773445680,Host(NUMA 3),Device ?,0.02,0.84,1781444304428350670,1781444304428370290,0.020,1
11246790773474860,11246790773495020,Host(NUMA 3),Device ?,0.01,0.41,1781444304428508180,1781444304428528340,0.020,1
11246790773527750,11246790773549000,Host(NUMA 3),Device ?,0.01,0.39,1781444304428663530,1781444304428684780,0.021,1
11246790773584730,11246790773605310,Host(NUMA 3),Device ?,0.02,0.80,1781444304428825820,1781444304428846400,0.021,1
11246790773637570,11246790773657960,Host(NUMA 3),Device ?,0.02,0.80,1781444304428980270,1781444304429000660,0.020,1
11246790773687610,11246790773707300,Host(NUMA 3),Device ?,0.01,0.31,1781444304429136390,1781444304429156080,0.020,1
11246790773736140,11246790773754970,Host(NUMA 3),Device ?,0.01,0.44,1781444304429298460,1781444304429317290,0.019,1
11246790773790440,11246790773811520,Host(NUMA 3),Device ?,0.02,0.78,1781444304429454270,1781444304429475350,0.021,1
11246790773845210,11246790773866130,Host(NUMA 3),Device ?,0.02,0.78,1781444304429612820,1781444304429633740,0.021,1
11246790773901650,11246790773926830,Host(NUMA 3),Device ?,0.01,0.33,1781444304429765230,1781444304429790410,0.025,1
11246790773956990,11246790773980670,Host(NUMA 3),Device ?,0.01,0.35,1781444304429922870,1781444304429946550,0.024,1
11246790774009730,11246790774030550,Host(NUMA 3),Device ?,0.02,0.79,1781444304430079230,1781444304430100050,0.021,1
11246790774059780,11246790774080630,Host(NUMA 3),Device ?,0.02,0.79,1781444304430236220,1781444304430257070,0.021,1
11246790774111880,11246790774133260,Host(NUMA 3),Device ?,0.01,0.29,1781444304430389620,1781444304430411000,0.021,1
11246790774171160,11246790774192180,Host(NUMA 3),Device ?,0.01,0.39,1781444304430543740,1781444304430564760,0.021,1
11246790774223030,11246790774243080,Host(NUMA 3),Device ?,0.02,0.82,1781444304430714910,1781444304430734960,0.020,1
11246790774276670,11246790774296980,Host(NUMA 3),Device ?,0.02,0.81,1781444304430887610,1781444304430907920,0.020,1
11246790774327180,11246790774347940,Host(NUMA 3),Device ?,0.01,0.39,1781444304431075910,1781444304431096670,0.021,1
11246790774378310,11246790774399040,Host(NUMA 3),Device ?,0.01,0.40,1781444304431240620,1781444304431261350,0.021,1
11246790774427900,11246790774449140,Host(NUMA 3),Device ?,0.02,0.77,1781444304431403780,1781444304431425020,0.021,1
11246790774478350,11246790774496570,Host(NUMA 3),Device ?,0.02,0.90,1781444304431570220,1781444304431588440,0.018,1
11246790774529520,11246790774551230,Host(NUMA 3),Device ?,0.01,0.28,1781444304431724500,1781444304431746210,0.022,1
11246790774584470,11246790774605630,Host(NUMA 3),Device ?,0.01,0.39,1781444304431880490,1781444304431901650,0.021,1
11246790774639750,11246790774661170,Host(NUMA 3),Device ?,0.02,0.76,1781444304432037440,1781444304432058860,0.021,1
11246790774692940,11246790774713830,Host(NUMA 3),Device ?,0.02,0.78,1781444304432194670,1781444304432215560,0.021,1
11246790774746680,11246790774767620,Host(NUMA 3),Device ?,0.01,0.39,1781444304432348280,1781444304432369220,0.021,1
11246790774799360,11246790774819310,Host(NUMA 3),Device ?,0.01,0.41,1781444304432507480,1781444304432527430,0.020,1
11246790774850120,11246790774869930,Host(NUMA 3),Device ?,0.02,0.83,1781444304432667500,1781444304432687310,0.020,1
11246790774899750,11246790774918390,Host(NUMA 3),Device ?,0.02,0.88,1781444304432827240,1781444304432845880,0.019,1
11246790774947130,11246790774966310,Host(NUMA 3),Device ?,0.01,0.32,1781444304432997390,1781444304433016570,0.019,1
11246790774996680,11246790775017490,Host(NUMA 3),Device ?,0.01,0.39,1781444304433159940,1781444304433180750,0.021,1
11246790775049160,11246790775069140,Host(NUMA 3),Device ?,0.02,0.82,1781444304433318590,1781444304433338570,0.020,1
11246790775100840,11246790775118820,Host(NUMA 3),Device ?,0.02,0.91,1781444304433476500,1781444304433494480,0.018,1
11246790775149160,11246790775168190,Host(NUMA 3),Device ?,0.01,0.43,1781444304433635050,1781444304433654080,0.019,1
11246790775199330,11246790775219000,Host(NUMA 3),Device ?,0.01,0.42,1781444304433792020,1781444304433811690,0.020,1
11246790775249030,11246790775268280,Host(NUMA 3),Device ?,0.02,0.85,1781444304433951170,1781444304433970420,0.019,1
11246790775300680,11246790775319030,Host(NUMA 3),Device ?,0.02,0.89,1781444304434118720,1781444304434137070,0.018,1
11246790775347360,11246790775366290,Host(NUMA 3),Device ?,0.01,0.32,1781444304434277350,1781444304434296280,0.019,1
11246790775400420,11246790775419110,Host(NUMA 3),Device ?,0.01,0.44,1781444304434435280,1781444304434453970,0.019,1
11246790775449680,11246790775467800,Host(NUMA 3),Device ?,0.02,0.90,1781444304434591080,1781444304434609200,0.018,1
11246790775500570,11246790775519400,Host(NUMA 3),Device ?,0.02,0.87,1781444304434746590,1781444304434765420,0.019,1
11246790775549770,11246790775570080,Host(NUMA 3),Device ?,0.01,0.40,1781444304434913350,1781444304434933660,0.020,1
11246790775599910,11246790775618420,Host(NUMA 3),Device ?,0.01,0.44,1781444304435079190,1781444304435097700,0.019,1
11246790775650010,11246790775670460,Host(NUMA 3),Device ?,0.02,0.80,1781444304435242750,1781444304435263200,0.020,1
11246790775705800,11246790775726660,Host(NUMA 3),Device ?,0.02,0.79,1781444304435399530,1781444304435420390,0.021,1
11246790775758890,11246790775778880,Host(NUMA 3),Device ?,0.01,0.31,1781444304435560070,1781444304435580060,0.020,1
11246790775809620,11246790775829300,Host(NUMA 3),Device ?,0.01,0.42,1781444304435730950,1781444304435750630,0.020,1
11246790775857910,11246790775875310,Host(NUMA 3),Device ?,0.02,0.94,1781444304435892250,1781444304435909650,0.017,1
11246790775902780,11246790775922310,Host(NUMA 3),Device ?,0.02,0.84,1781444304436050180,1781444304436069710,0.020,1
11246790775949760,11246790775970270,Host(NUMA 3),Device ?,0.01,0.40,1781444304436206730,1781444304436227240,0.021,1
11246790775998830,11246790776031320,Host(NUMA 3),Device ?,0.01,0.25,1781444304436350070,1781444304436382560,0.032,1
11246790776064100,11246790776083250,Host(NUMA 3),Device ?,0.02,0.86,1781444304436517480,1781444304436536630,0.019,1
11246790776111150,11246790776128770,Host(NUMA 3),Device ?,0.02,0.93,1781444304436675340,1781444304436692960,0.018,1
11246790776157830,11246790776178670,Host(NUMA 3),Device ?,0.01,0.29,1781444304436827660,1781444304436848500,0.021,1
11246790776216610,11246790776235490,Host(NUMA 3),Device ?,0.01,0.43,1781444304436988470,1781444304437007350,0.019,1
11246790776268500,11246790776287090,Host(NUMA 3),Device ?,0.02,0.88,1781444304437145800,1781444304437164390,0.019,1
11246790776316440,11246790776336300,Host(NUMA 3),Device ?,0.02,0.82,1781444304437324340,1781444304437344200,0.020,1
11246790776363060,11246790776381060,Host(NUMA 3),Device ?,0.01,0.46,1781444304437490410,1781444304437508410,0.018,1
11246790776406800,11246790776425900,Host(NUMA 3),Device ?,0.01,0.43,1781444304437643340,1781444304437662440,0.019,1
11246790776454680,11246790776473400,Host(NUMA 3),Device ?,0.02,0.88,1781444304437801020,1781444304437819740,0.019,1
11246790776503320,11246790776521730,Host(NUMA 3),Device ?,0.02,0.89,1781444304437964340,1781444304437982750,0.018,1
11246790776702940,11246790805013780,Host(NUMA 3),Device ?,509.88,18.88,1781444304409824580,1781444304438135420,28.311,1
11246790805075380,11246790806645810,Host(NUMA 3),Device ?,24.00,16.02,1781444304436722580,1781444304438293010,1.570,1
11246790806697600,11246790807295310,Host(NUMA 3),Device ?,8.00,14.03,1781444304437851030,1781444304438448740,0.598,1
11246790807343360,11246790809191430,Host(NUMA 3),Device ?,32.00,18.16,1781444304436757030,1781444304438605100,1.848,1
11246790809239900,11246790811156890,Host(NUMA 3),Device ?,32.00,17.50,1781444304436853670,1781444304438770660,1.917,1
11246790811206510,11246790812685900,Host(NUMA 3),Device ?,24.00,17.01,1781444304437457870,1781444304438937260,1.479,1
11246790812738490,11246790813350500,Host(NUMA 3),Device ?,8.00,13.71,1781444304438494570,1781444304439106580,0.612,1
11246790813398420,11246790815316650,Host(NUMA 3),Device ?,32.00,17.49,1781444304437348840,1781444304439267070,1.918,1
11246790815370570,11246790817271810,Host(NUMA 3),Device ?,32.00,17.65,1781444304437524900,1781444304439426140,1.901,1
11246790817324550,11246790818807500,Host(NUMA 3),Device ?,24.00,16.97,1781444304438104060,1781444304439587010,1.483,1
11246790818861650,11246790819431290,Host(NUMA 3),Device ?,8.00,14.73,1781444304439175280,1781444304439744920,0.570,1
11246790819480210,11246790821509520,Host(NUMA 3),Device ?,32.00,16.53,1781444304437871950,1781444304439901260,2.029,1
11246790821558510,11246790823601020,Host(NUMA 3),Device ?,32.00,16.43,1781444304438016660,1781444304440059170,2.043,1
11246790823650570,11246790825279870,Host(NUMA 3),Device ?,24.00,15.45,1781444304438590220,1781444304440219520,1.629,1
11246790825334320,11246790825998430,Host(NUMA 3),Device ?,8.00,12.63,1781444304439713580,1781444304440377690,0.664,1
11246790826044390,11246790828089820,Host(NUMA 3),Device ?,32.00,16.40,1781444304438503370,1781444304440548800,2.045,1
11246790828139640,11246790830571630,Host(NUMA 3),Device ?,32.00,13.80,1781444304438295720,1781444304440727710,2.432,1
11246790830619670,11246790832182230,Host(NUMA 3),Device ?,24.00,16.11,1781444304439322340,1781444304440884900,1.563,1
11246790832234670,11246790832694170,Host(NUMA 3),Device ?,8.00,18.26,1781444304440582660,1781444304441042160,0.460,1
11246790832741840,11246790834743520,Host(NUMA 3),Device ?,32.00,16.76,1781444304439199010,1781444304441200690,2.002,1
11246790834795040,11246790836804900,Host(NUMA 3),Device ?,32.00,16.69,1781444304439350710,1781444304441360570,2.010,1
11246790836858140,11246790838449650,Host(NUMA 3),Device ?,24.00,15.81,1781444304439926010,1781444304441517520,1.592,1
11246790838499680,11246790838992620,Host(NUMA 3),Device ?,8.00,17.02,1781444304441184010,1781444304441676950,0.493,1
11246790839037050,11246790841072310,Host(NUMA 3),Device ?,32.00,16.49,1781444304439806820,1781444304441842080,2.035,1
11246790841120170,11246790843142310,Host(NUMA 3),Device ?,32.00,16.59,1781444304439978740,1781444304442000880,2.022,1
11246790843188690,11246790844804850,Host(NUMA 3),Device ?,24.00,15.57,1781444304440539900,1781444304442156060,1.616,1
11246790844859450,11246790845354350,Host(NUMA 3),Device ?,8.00,16.95,1781444304441816470,1781444304442311370,0.495,1
11246790845399020,11246790847411730,Host(NUMA 3),Device ?,32.00,16.67,1781444304440454910,1781444304442467620,2.013,1
11246790847458030,11246790849466960,Host(NUMA 3),Device ?,32.00,16.70,1781444304440612630,1781444304442621560,2.009,1
11246790849515450,11246790851100380,Host(NUMA 3),Device ?,24.00,15.88,1781444304441199490,1781444304442784420,1.585,1
11246790851147210,11246790851698120,Host(NUMA 3),Device ?,8.00,15.23,1781444304442419500,1781444304442970410,0.551,1
11246790851744970,11246790853756130,Host(NUMA 3),Device ?,32.00,16.68,1781444304441128490,1781444304443139650,2.011,1
11246790853806210,11246790855854950,Host(NUMA 3),Device ?,32.00,16.38,1781444304441252100,1781444304443300840,2.049,1
11246790855908800,11246790857560470,Host(NUMA 3),Device ?,24.00,15.24,1781444304441809910,1781444304443461580,1.652,1
11246790857612650,11246790858149890,Host(NUMA 3),Device ?,8.00,15.61,1781444304443084500,1781444304443621740,0.537,1
11246790858200990,11246790860202980,Host(NUMA 3),Device ?,32.00,16.76,1781444304441797370,1781444304443799360,2.002,1
11246790860249430,11246790862346200,Host(NUMA 3),Device ?,32.00,16.00,1781444304441867060,1781444304443963830,2.097,1
11246790862392660,11246790863959400,Host(NUMA 3),Device ?,24.00,16.06,1781444304442553340,1781444304444120080,1.567,1
11246790864010190,11246790864493750,Host(NUMA 3),Device ?,8.00,17.35,1781444304443809060,1781444304444292620,0.484,1
11246790864538120,11246790866711310,Host(NUMA 3),Device ?,32.00,15.44,1781444304442285920,1781444304444459110,2.173,1
11246790718100990,11246790721393930,Host(NUMA 4),Device ?,36.00,11.46,1781444304295256220,1781444304444918640,3.293,3
11246790721440330,11246790722050660,Host(NUMA 4),Device ?,12.00,20.62,1781444304444440500,1781444304445050830,0.610,1
11246790722090850,11246790722394640,Host(NUMA 4),Device ?,4.00,13.81,1781444304444907940,1781444304445211730,0.304,1
11246790722436890,11246790724136350,Host(NUMA 4),Device ?,16.00,9.87,1781444304443673750,1781444304445373210,1.699,1
11246790724186940,11246790725163460,Host(NUMA 4),Device ?,16.00,17.18,1781444304444556700,1781444304445533220,0.977,1
11246790725211180,11246790725875180,Host(NUMA 4),Device ?,12.00,18.95,1781444304445040300,1781444304445704300,0.664,1
11246790725915380,11246790726336060,Host(NUMA 4),Device ?,4.00,9.97,1781444304445446710,1781444304445867390,0.421,1
11246790726375670,11246790727577390,Host(NUMA 4),Device ?,16.00,13.96,1781444304444826820,1781444304446028540,1.202,1
11246790727620810,11246790728832330,Host(NUMA 4),Device ?,16.00,13.85,1781444304444975970,1781444304446187490,1.212,1
11246790728878660,11246790729509070,Host(NUMA 4),Device ?,12.00,19.96,1781444304445715340,1781444304446345750,0.630,1
11246790729550550,11246790729879410,Host(NUMA 4),Device ?,4.00,12.75,1781444304446176540,1781444304446505400,0.329,1
11246790729918120,11246790730989930,Host(NUMA 4),Device ?,16.00,15.65,1781444304445596650,1781444304446668460,1.072,1
11246790731034630,11246790731894980,Host(NUMA 4),Device ?,16.00,19.50,1781444304445964750,1781444304446825100,0.860,1
11246790731938900,11246790739090760,Host(NUMA 4),Device ?,127.47,18.69,1781444304439865750,1781444304447017610,7.152,1
11246790739152850,11246790739181240,Host(NUMA 4),Device ?,0.02,0.58,1781444304447155010,1781444304447183400,0.028,1
11246790739220760,11246790739242590,Host(NUMA 4),Device ?,0.02,0.75,1781444304447338570,1781444304447360400,0.022,1
11246790739276720,11246790739296430,Host(NUMA 4),Device ?,0.01,0.31,1781444304447503410,1781444304447523120,0.020,1
11246790739325790,11246790739343700,Host(NUMA 4),Device ?,0.01,0.46,1781444304447666250,1781444304447684160,0.018,1
11246790739371850,11246790739390760,Host(NUMA 4),Device ?,0.02,0.87,1781444304447820750,1781444304447839660,0.019,1
11246790739421660,11246790739440280,Host(NUMA 4),Device ?,0.02,0.88,1781444304447982140,1781444304448000760,0.019,1
11246790739471820,11246790739490860,Host(NUMA 4),Device ?,0.01,0.43,1781444304448141870,1781444304448160910,0.019,1
11246790739520320,11246790739537630,Host(NUMA 4),Device ?,0.01,0.47,1781444304448302500,1781444304448319810,0.017,1
11246790739567080,11246790739585130,Host(NUMA 4),Device ?,0.02,0.91,1781444304448459540,1781444304448477590,0.018,1
11246790739613080,11246790739630900,Host(NUMA 4),Device ?,0.02,0.92,1781444304448617890,1781444304448635710,0.018,1
11246790739656660,11246790739673290,Host(NUMA 4),Device ?,0.01,0.37,1781444304448779760,1781444304448796390,0.017,1
11246790739699970,11246790739717260,Host(NUMA 4),Device ?,0.01,0.47,1781444304448935100,1781444304448952390,0.017,1
11246790739744340,11246790739763100,Host(NUMA 4),Device ?,0.02,0.87,1781444304449094790,1781444304449113550,0.019,1
11246790739793250,11246790739811670,Host(NUMA 4),Device ?,0.02,0.89,1781444304449255120,1781444304449273540,0.018,1
11246790739842190,11246790739861110,Host(NUMA 4),Device ?,0.01,0.43,1781444304449421630,1781444304449440550,0.019,1
11246790739891920,11246790739910720,Host(NUMA 4),Device ?,0.01,0.44,1781444304449581460,1781444304449600260,0.019,1
11246790739939790,11246790739956880,Host(NUMA 4),Device ?,0.02,0.96,1781444304449747610,1781444304449764700,0.017,1
11246790739985820,11246790740010170,Host(NUMA 4),Device ?,0.02,0.67,1781444304449901140,1781444304449925490,0.024,1
11246790740043420,11246790740061560,Host(NUMA 4),Device ?,0.01,0.34,1781444304450064820,1781444304450082960,0.018,1
11246790740088650,11246790740108420,Host(NUMA 4),Device ?,0.01,0.41,1781444304450232970,1781444304450252740,0.020,1
11246790740136840,11246790740154730,Host(NUMA 4),Device ?,0.02,0.92,1781444304450412110,1781444304450430000,0.018,1
11246790740182100,11246790740200990,Host(NUMA 4),Device ?,0.02,0.87,1781444304450582560,1781444304450601450,0.019,1
11246790740228790,11246790740245860,Host(NUMA 4),Device ?,0.01,0.48,1781444304450757590,1781444304450774660,0.017,1
11246790740273670,11246790740290770,Host(NUMA 4),Device ?,0.01,0.48,1781444304450930510,1781444304450947610,0.017,1
11246790740318760,11246790740337830,Host(NUMA 4),Device ?,0.02,0.86,1781444304451096980,1781444304451116050,0.019,1
11246790740365740,11246790740383090,Host(NUMA 4),Device ?,0.02,0.94,1781444304451263990,1781444304451281340,0.017,1
11246790740412450,11246790740430730,Host(NUMA 4),Device ?,0.01,0.34,1781444304451422390,1781444304451440670,0.018,1
