WindowStart_ns,WindowEnd_ns,Source,Destination,Bytes_MB,Bandwidth_GBps,WindowStartWall_ns,WindowEndWall_ns,Duration_ms,Packet_Count
11246790900345410,11246790900368810,Host(NUMA 7),Device ?,0.02,0.70,1781444304664712110,1781444304664735510,0.023,1
11246790900395840,11246790900419470,Host(NUMA 7),Device ?,0.02,0.69,1781444304664881300,1781444304664904930,0.024,1
11246790900449820,11246790900472840,Host(NUMA 7),Device ?,0.02,0.71,1781444304665039770,1781444304665062790,0.023,1
11246790900499890,11246790900524950,Host(NUMA 7),Device ?,0.02,0.65,1781444304665190890,1781444304665215950,0.025,1
11246790900554150,11246790900573730,Host(NUMA 7),Device ?,0.02,0.84,1781444304665355350,1781444304665374930,0.020,1
11246790900603520,11246790900626340,Host(NUMA 7),Device ?,0.02,0.72,1781444304665507730,1781444304665530550,0.023,1
11246790900654260,11246790900678760,Host(NUMA 7),Device ?,0.02,0.67,1781444304665662540,1781444304665687040,0.025,1
11246790900708320,11246790928844930,Host(NUMA 7),Device ?,509.88,19.00,1781444304637706090,1781444304665842700,28.137,1
11246790928897380,11246790930366290,Host(NUMA 7),Device ?,24.00,17.13,1781444304664532780,1781444304666001690,1.469,1
11246790930410750,11246790930943790,Host(NUMA 7),Device ?,8.00,15.74,1781444304665624110,1781444304666157150,0.533,1
11246790930986570,11246790932807600,Host(NUMA 7),Device ?,32.00,18.43,1781444304664491550,1781444304666312580,1.821,1
11246790932851370,11246790934754790,Host(NUMA 7),Device ?,32.00,17.63,1781444304664562970,1781444304666466390,1.903,1
11246790934795700,11246790936279120,Host(NUMA 7),Device ?,24.00,16.96,1781444304665137170,1781444304666620590,1.483,1
11246790936322860,11246790936853310,Host(NUMA 7),Device ?,8.00,15.81,1781444304666245000,1781444304666775450,0.530,1
11246790936897180,11246790938813740,Host(NUMA 7),Device ?,32.00,17.51,1781444304665024650,1781444304666941210,1.917,1
11246790938859700,11246790940784150,Host(NUMA 7),Device ?,32.00,17.44,1781444304665177100,1781444304667101550,1.924,1
11246790940830670,11246790942359540,Host(NUMA 7),Device ?,24.00,16.46,1781444304665745300,1781444304667274170,1.529,1
11246790942405200,11246790942963150,Host(NUMA 7),Device ?,8.00,15.03,1781444304666872780,1781444304667430730,0.558,1
11246790943005270,11246790944925090,Host(NUMA 7),Device ?,32.00,17.48,1781444304665668640,1781444304667588460,1.920,1
11246790944969200,11246790946881920,Host(NUMA 7),Device ?,32.00,17.54,1781444304665833260,1781444304667745980,1.913,1
11246790946923400,11246790948346290,Host(NUMA 7),Device ?,24.00,17.69,1781444304666476830,1781444304667899720,1.423,1
11246790948385190,11246790948986140,Host(NUMA 7),Device ?,8.00,13.96,1781444304667471900,1781444304668072850,0.601,1
11246790949028070,11246790950944270,Host(NUMA 7),Device ?,32.00,17.51,1781444304666310120,1781444304668226320,1.916,1
11246790950984850,11246790952869040,Host(NUMA 7),Device ?,32.00,17.81,1781444304666497980,1781444304668382170,1.884,1
11246790952906510,11246790954339970,Host(NUMA 7),Device ?,24.00,17.56,1781444304667103190,1781444304668536650,1.433,1
11246790954384680,11246790954932900,Host(NUMA 7),Device ?,8.00,15.30,1781444304668142620,1781444304668690840,0.548,1
11246790954975360,11246790956837580,Host(NUMA 7),Device ?,32.00,18.02,1781444304666981600,1781444304668843820,1.862,1
11246790956886300,11246790958740420,Host(NUMA 7),Device ?,32.00,18.10,1781444304667143840,1781444304668997960,1.854,1
11246790958783120,11246790960261620,Host(NUMA 7),Device ?,24.00,17.02,1781444304667671410,1781444304669149910,1.478,1
11246790960304170,11246790960814750,Host(NUMA 7),Device ?,8.00,16.43,1781444304668794500,1781444304669305080,0.511,1
11246790960851560,11246790962707500,Host(NUMA 7),Device ?,32.00,18.08,1781444304667603000,1781444304669458940,1.856,1
11246790962746100,11246790964607590,Host(NUMA 7),Device ?,32.00,18.03,1781444304667752810,1781444304669614300,1.861,1
11246790964647220,11246790966052180,Host(NUMA 7),Device ?,24.00,17.91,1781444304668363060,1781444304669768020,1.405,1
11246790966092590,11246790966658300,Host(NUMA 7),Device ?,8.00,14.83,1781444304669354390,1781444304669920100,0.566,1
11246790966696780,11246790968561460,Host(NUMA 7),Device ?,32.00,17.99,1781444304668226870,1781444304670091550,1.865,1
11246790968600140,11246790970444680,Host(NUMA 7),Device ?,32.00,18.19,1781444304668405710,1781444304670250250,1.845,1
11246790970483280,11246790971892100,Host(NUMA 7),Device ?,24.00,17.86,1781444304668995480,1781444304670404300,1.409,1
11246790971928770,11246790972406800,Host(NUMA 7),Device ?,8.00,17.55,1781444304670080540,1781444304670558570,0.478,1
11246790972451940,11246790974307220,Host(NUMA 7),Device ?,32.00,18.09,1781444304668857550,1781444304670712830,1.855,1
11246790974346870,11246790976235750,Host(NUMA 7),Device ?,32.00,17.76,1781444304668976490,1781444304670865370,1.889,1
11246790976276150,11246790977705810,Host(NUMA 7),Device ?,24.00,17.60,1781444304669605210,1781444304671034870,1.430,1
11246790977744760,11246790978206850,Host(NUMA 7),Device ?,8.00,18.15,1781444304670745420,1781444304671207510,0.462,1
11246790978245480,11246790980104720,Host(NUMA 7),Device ?,32.00,18.05,1781444304669506480,1781444304671365720,1.859,1
11246790980148450,11246790982043490,Host(NUMA 7),Device ?,32.00,17.71,1781444304669626330,1781444304671521370,1.895,1
11246790982088560,11246790983505680,Host(NUMA 7),Device ?,24.00,17.76,1781444304670260640,1781444304671677760,1.417,1
11246790983546420,11246790984107110,Host(NUMA 7),Device ?,8.00,14.96,1781444304671271830,1781444304671832520,0.561,1
11246790984148820,11246790986002910,Host(NUMA 7),Device ?,32.00,18.10,1781444304670143080,1781444304671997170,1.854,1
11246790986041220,11246790987950580,Host(NUMA 7),Device ?,32.00,17.57,1781444304670246380,1781444304672155740,1.909,1
11246790987988170,11246790989468040,Host(NUMA 7),Device ?,24.00,17.01,1781444304670830380,1781444304672310250,1.480,1
11246790989512790,11246790990071350,Host(NUMA 7),Device ?,8.00,15.02,1781444304671907740,1781444304672466300,0.559,1
11246790990116030,11246790991971730,Host(NUMA 7),Device ?,32.00,18.08,1781444304670764270,1781444304672619970,1.856,1
11246790992032010,11246790993895530,Host(NUMA 7),Device ?,32.00,18.01,1781444304670910260,1781444304672773780,1.864,1
11246790993937300,11246790995354100,Host(NUMA 7),Device ?,24.00,17.76,1781444304671509510,1781444304672926310,1.417,1
11246790995393760,11246790995902600,Host(NUMA 7),Device ?,8.00,16.49,1781444304672573160,1781444304673082000,0.509,1
11246790995941480,11246790997807380,Host(NUMA 7),Device ?,32.00,17.98,1781444304671370220,1781444304673236120,1.866,1
11246790997848450,11246790999709630,Host(NUMA 7),Device ?,32.00,18.03,1781444304671529020,1781444304673390200,1.861,1
11246790999748270,11246791001168800,Host(NUMA 7),Device ?,24.00,17.72,1781444304672123410,1781444304673543940,1.421,1
11246791001210530,11246791001703190,Host(NUMA 7),Device ?,8.00,17.03,1781444304673204850,1781444304673697510,0.493,1
11246791001744850,11246791003603270,Host(NUMA 7),Device ?,32.00,18.06,1781444304672012410,1781444304673870830,1.858,1
11246791003640530,11246791005515680,Host(NUMA 7),Device ?,32.00,17.89,1781444304672150820,1781444304674025970,1.875,1
11246791005554200,11246791007009330,Host(NUMA 7),Device ?,24.00,17.29,1781444304672723310,1781444304674178440,1.455,1
11246791007049450,11246791007580230,Host(NUMA 7),Device ?,8.00,15.80,1781444304673817870,1781444304674348650,0.531,1
11246791007618200,11246791009499920,Host(NUMA 7),Device ?,32.00,17.83,1781444304672621860,1781444304674503580,1.882,1
11246791009544030,11246791011429960,Host(NUMA 7),Device ?,32.00,17.79,1781444304672771110,1781444304674657040,1.886,1
11246791011472400,11246791012884970,Host(NUMA 7),Device ?,24.00,17.82,1781444304673397860,1781444304674810430,1.413,1
11246791012925880,11246791013399710,Host(NUMA 7),Device ?,8.00,17.70,1781444304674518410,1781444304674992240,0.474,1
11246791013437970,11246791015307200,Host(NUMA 7),Device ?,32.00,17.95,1781444304673285430,1781444304675154660,1.869,1
11246791015344140,11246791017215650,Host(NUMA 7),Device ?,32.00,17.93,1781444304673438850,1781444304675310360,1.872,1
11246791017251500,11246791018665260,Host(NUMA 7),Device ?,24.00,17.80,1781444304674068890,1781444304675482650,1.414,1
11246791018703010,11246791019249010,Host(NUMA 7),Device ?,8.00,15.36,1781444304675092950,1781444304675638950,0.546,1
11246791019284600,11246791021148740,Host(NUMA 7),Device ?,32.00,18.00,1781444304673929350,1781444304675793490,1.864,1
11246791021186030,11246791023029970,Host(NUMA 7),Device ?,32.00,18.20,1781444304674103380,1781444304675947320,1.844,1
11246791023068330,11246791024476260,Host(NUMA 7),Device ?,24.00,17.87,1781444304674695420,1781444304676103350,1.408,1
11246791024514600,11246791025017990,Host(NUMA 7),Device ?,8.00,16.66,1781444304675751730,1781444304676255120,0.503,1
11246791025061950,11246791026909780,Host(NUMA 7),Device ?,32.00,18.16,1781444304674562400,1781444304676410230,1.848,1
11246791026953070,11246791028799480,Host(NUMA 7),Device ?,32.00,18.17,1781444304674718070,1781444304676564480,1.846,1
11246791028843460,11246791030264560,Host(NUMA 7),Device ?,24.00,17.71,1781444304675298370,1781444304676719470,1.421,1
11246791030309270,11246791030761270,Host(NUMA 7),Device ?,8.00,18.56,1781444304676434060,1781444304676886060,0.452,1
11246791030803790,11246791032653270,Host(NUMA 7),Device ?,32.00,18.14,1781444304675192260,1781444304677041740,1.849,1
11246791032691020,11246791034563080,Host(NUMA 7),Device ?,32.00,17.92,1781444304675322600,1781444304677194660,1.872,1
11246791034606400,11246791036034480,Host(NUMA 7),Device ?,24.00,17.62,1781444304675923560,1781444304677351640,1.428,1
11246791036074770,11246791036536670,Host(NUMA 7),Device ?,8.00,18.16,1781444304677058150,1781444304677520050,0.462,1
11246791048101480,11246791049948340,Host(NUMA 7),Device ?,32.00,18.17,1781444304675839330,1781444304677686190,1.847,1
11246791049986120,11246791051846440,Host(NUMA 7),Device ?,32.00,18.04,1781444304675985850,1781444304677846170,1.860,1
11246791051885340,11246791053286530,Host(NUMA 7),Device ?,24.00,17.96,1781444304676605610,1781444304678006800,1.401,1
11246791053325830,11246791053795680,Host(NUMA 7),Device ?,8.00,17.85,1781444304677693390,1781444304678163240,0.470,1
11246791053833800,11246791055686550,Host(NUMA 7),Device ?,32.00,18.11,1781444304676466180,1781444304678318930,1.853,1
11246791055723340,11246791057558890,Host(NUMA 7),Device ?,32.00,18.28,1781444304676640710,1781444304678476260,1.836,1
11246791057594470,11246791059008850,Host(NUMA 7),Device ?,24.00,17.79,1781444304677216130,1781444304678630510,1.414,1
11246791059045460,11246791059540280,Host(NUMA 7),Device ?,8.00,16.95,1781444304678290650,1781444304678785470,0.495,1
11246791059575380,11246791061426190,Host(NUMA 7),Device ?,32.00,18.13,1781444304677108850,1781444304678959660,1.851,1
11246791061463500,11246791063295910,Host(NUMA 7),Device ?,32.00,18.31,1781444304677290460,1781444304679122870,1.832,1
11246791063333060,11246791064782140,Host(NUMA 7),Device ?,24.00,17.37,1781444304677829190,1781444304679278270,1.449,1
11246791064822480,11246791065303760,Host(NUMA 7),Device ?,8.00,17.43,1781444304678952270,1781444304679433550,0.481,1
11246791065342050,11246791067226730,Host(NUMA 7),Device ?,32.00,17.80,1781444304677704330,1781444304679589010,1.885,1
11246791067265370,11246791069113330,Host(NUMA 7),Device ?,32.00,18.16,1781444304677895380,1781444304679743340,1.848,1
11246791069151250,11246791070575000,Host(NUMA 7),Device ?,24.00,17.68,1781444304678473240,1781444304679896990,1.424,1
11246791070611950,11246791071177060,Host(NUMA 7),Device ?,8.00,14.84,1781444304679485890,1781444304680051000,0.565,1
11246791071218980,11246791073067370,Host(NUMA 7),Device ?,32.00,18.15,1781444304678359080,1781444304680207470,1.848,1
11246791073108010,11246791074963040,Host(NUMA 7),Device ?,32.00,18.09,1781444304678507900,1781444304680362930,1.855,1
11246791075001850,11246791076420290,Host(NUMA 7),Device ?,24.00,17.74,1781444304679099040,1781444304680517480,1.418,1
11246791076458610,11246791077011770,Host(NUMA 7),Device ?,8.00,15.16,1781444304680131440,1781444304680684600,0.553,1
11246791077048250,11246791078896520,Host(NUMA 7),Device ?,32.00,18.15,1781444304678993410,1781444304680841680,1.848,1
11246791078933890,11246791080785270,Host(NUMA 7),Device ?,32.00,18.12,1781444304679156020,1781444304681007400,1.851,1
11246791080821910,11246791082233450,Host(NUMA 7),Device ?,24.00,17.83,1781444304679753690,1781444304681165230,1.412,1
11246791082271980,11246791082786570,Host(NUMA 7),Device ?,8.00,16.30,1781444304680806310,1781444304681320900,0.515,1
11246791082828440,11246791084683470,Host(NUMA 7),Device ?,32.00,18.09,1781444304679621670,1781444304681476700,1.855,1
11246791084719470,11246791086553990,Host(NUMA 7),Device ?,32.00,18.29,1781444304679798010,1781444304681632530,1.835,1
11246791086590210,11246791087994720,Host(NUMA 7),Device ?,24.00,17.92,1781444304680396360,1781444304681800870,1.405,1
11246791088046720,11246791088532800,Host(NUMA 7),Device ?,8.00,17.26,1781444304681474090,1781444304681960170,0.486,1
11246791088571810,11246791090425830,Host(NUMA 7),Device ?,32.00,18.10,1781444304680265590,1781444304682119610,1.854,1
11246791090464120,11246791092304440,Host(NUMA 7),Device ?,32.00,18.23,1781444304680438000,1781444304682278320,1.840,1
11246791092343460,11246791106519440,Host(NUMA 7),Device ?,254.94,18.86,1781444304668261110,1781444304682437090,14.176,1
11246791106566740,11246791106598610,Host(NUMA 7),Device ?,0.02,0.51,1781444304682565880,1781444304682597750,0.032,1
11246791106642400,11246791106666190,Host(NUMA 7),Device ?,0.02,0.69,1781444304682731480,1781444304682755270,0.024,1
11246791106701570,11246791106723080,Host(NUMA 7),Device ?,0.01,0.57,1781444304682887070,1781444304682908580,0.022,1
11246791106754760,11246791106782030,Host(NUMA 7),Device ?,0.02,0.60,1781444304683072320,1781444304683099590,0.027,1
11246791106812050,11246791106831730,Host(NUMA 7),Device ?,0.02,0.83,1781444304683240950,1781444304683260630,0.020,1
11246791106863140,11246791106883380,Host(NUMA 7),Device ?,0.02,0.81,1781444304683401060,1781444304683421300,0.020,1
11246791106914130,11246791106933330,Host(NUMA 7),Device ?,0.02,0.85,1781444304683565240,1781444304683584440,0.019,1
11246791106967500,11246791106988350,Host(NUMA 7),Device ?,0.02,0.79,1781444304683722540,1781444304683743390,0.021,1
11246791107019160,11246791107041050,Host(NUMA 7),Device ?,0.02,0.75,1781444304683893550,1781444304683915440,0.022,1
11246791107070820,11246791107091160,Host(NUMA 7),Device ?,0.02,0.81,1781444304684056320,1781444304684076660,0.020,1
11246791107120840,11246791107142620,Host(NUMA 7),Device ?,0.01,0.56,1781444304684213660,1781444304684235440,0.022,1
11246791107171670,11246791107190610,Host(NUMA 7),Device ?,0.02,0.87,1781444304684371880,1781444304684390820,0.019,1
11246791107219230,11246791107238140,Host(NUMA 7),Device ?,0.02,0.87,1781444304684528150,1781444304684547060,0.019,1
11246791107265530,11246791107284930,Host(NUMA 7),Device ?,0.02,0.84,1781444304684682360,1781444304684701760,0.019,1
11246791107313610,11246791107334280,Host(NUMA 7),Device ?,0.02,0.79,1781444304684842640,1781444304684863310,0.021,1
11246791107362380,11246791107381780,Host(NUMA 7),Device ?,0.02,0.84,1781444304685001300,1781444304685020700,0.019,1
11246791107411310,11246791107430580,Host(NUMA 7),Device ?,0.02,0.85,1781444304685157440,1781444304685176710,0.019,1
11246791107460720,11246791107480440,Host(NUMA 7),Device ?,0.02,0.83,1781444304685315600,1781444304685335320,0.020,1
11246791107510110,11246791107530550,Host(NUMA 7),Device ?,0.01,0.60,1781444304685471730,1781444304685492170,0.020,1
11246791107561800,11246791107586510,Host(NUMA 7),Device ?,0.02,0.66,1781444304685625860,1781444304685650570,0.025,1
11246791107615930,11246791107636420,Host(NUMA 7),Device ?,0.02,0.80,1781444304685788900,1781444304685809390,0.020,1
11246791107666500,11246791107686990,Host(NUMA 7),Device ?,0.02,0.80,1781444304685946020,1781444304685966510,0.020,1
11246791107715910,11246791107739560,Host(NUMA 7),Device ?,0.02,0.69,1781444304686097010,1781444304686120660,0.024,1
11246791107769570,11246791107790930,Host(NUMA 7),Device ?,0.02,0.77,1781444304686257630,1781444304686278990,0.021,1
11246791107820670,11246791107841210,Host(NUMA 7),Device ?,0.02,0.80,1781444304686413940,1781444304686434480,0.021,1
11246791107873540,11246791107894650,Host(NUMA 7),Device ?,0.02,0.78,1781444304686586440,1781444304686607550,0.021,1
11246791107923740,11246791107944660,Host(NUMA 7),Device ?,0.01,0.59,1781444304686757470,1781444304686778390,0.021,1
11246791107975570,11246791107994210,Host(NUMA 7),Device ?,0.02,0.88,1781444304686942230,1781444304686960870,0.019,1
11246791108038710,11246791108059380,Host(NUMA 7),Device ?,0.02,0.79,1781444304687126080,1781444304687146750,0.021,1
11246791108090290,11246791108110450,Host(NUMA 7),Device ?,0.02,0.81,1781444304687286150,1781444304687306310,0.020,1
11246791108141680,11246791108166390,Host(NUMA 7),Device ?,0.02,0.66,1781444304687439880,1781444304687464590,0.025,1
11246791108194240,11246791108214130,Host(NUMA 7),Device ?,0.02,0.82,1781444304687603470,1781444304687623360,0.020,1
11246791108243220,11246791108262850,Host(NUMA 7),Device ?,0.02,0.83,1781444304687765550,1781444304687785180,0.020,1
11246791108293410,11246791108313440,Host(NUMA 7),Device ?,0.02,0.82,1781444304687923030,1781444304687943060,0.020,1
11246791108343590,11246791108363630,Host(NUMA 7),Device ?,0.01,0.61,1781444304688079930,1781444304688099970,0.020,1
11246791108395740,11246791108420700,Host(NUMA 7),Device ?,0.02,0.66,1781444304688233680,1781444304688258640,0.025,1
11246791108451950,11246791108472160,Host(NUMA 7),Device ?,0.02,0.81,1781444304688393540,1781444304688413750,0.020,1
11246791108501870,11246791108522380,Host(NUMA 7),Device ?,0.02,0.80,1781444304688550980,1781444304688571490,0.021,1
11246791108553500,11246791108577210,Host(NUMA 7),Device ?,0.02,0.69,1781444304688705130,1781444304688728840,0.024,1
11246791108608880,11246791108627840,Host(NUMA 7),Device ?,0.02,0.86,1781444304688865300,1781444304688884260,0.019,1
11246791108656740,11246791108675140,Host(NUMA 7),Device ?,0.02,0.89,1781444304689022810,1781444304689041210,0.018,1
11246791108705930,11246791108725970,Host(NUMA 7),Device ?,0.02,0.82,1781444304689177020,1781444304689197060,0.020,1
11246791108754840,11246791108773750,Host(NUMA 7),Device ?,0.01,0.65,1781444304689335600,1781444304689354510,0.019,1
11246791108804020,11246791108823290,Host(NUMA 7),Device ?,0.02,0.85,1781444304689491720,1781444304689510990,0.019,1
11246791108852690,11246791108871920,Host(NUMA 7),Device ?,0.02,0.85,1781444304689647450,1781444304689666680,0.019,1
11246791108901080,11246791108920050,Host(NUMA 7),Device ?,0.02,0.86,1781444304689805190,1781444304689824160,0.019,1
11246791108949000,11246791108971070,Host(NUMA 7),Device ?,0.02,0.74,1781444304689956890,1781444304689978960,0.022,1
11246791108999160,11246791109018150,Host(NUMA 7),Device ?,0.02,0.86,1781444304690113160,1781444304690132150,0.019,1
11246791109047280,11246791109067210,Host(NUMA 7),Device ?,0.02,0.82,1781444304690281310,1781444304690301240,0.020,1
11246791109096680,11246791109115610,Host(NUMA 7),Device ?,0.02,0.87,1781444304690441180,1781444304690460110,0.019,1
11246791109146200,11246791109166670,Host(NUMA 7),Device ?,0.01,0.60,1781444304690595360,1781444304690615830,0.020,1
11246791109197010,11246791109221200,Host(NUMA 7),Device ?,0.02,0.68,1781444304690748310,1781444304690772500,0.024,1
11246791109250970,11246791109271320,Host(NUMA 7),Device ?,0.02,0.81,1781444304690924550,1781444304690944900,0.020,1
11246791109300410,11246791109320840,Host(NUMA 7),Device ?,0.02,0.80,1781444304691088240,1781444304691108670,0.020,1
11246791109349840,11246791109372840,Host(NUMA 7),Device ?,0.02,0.71,1781444304691244220,1781444304691267220,0.023,1
11246791109402470,11246791109422060,Host(NUMA 7),Device ?,0.02,0.84,1781444304691404230,1781444304691423820,0.020,1
11246791109450270,11246791109469790,Host(NUMA 7),Device ?,0.02,0.84,1781444304691556860,1781444304691576380,0.020,1
11246791109498910,11246791109518320,Host(NUMA 7),Device ?,0.02,0.84,1781444304691711470,1781444304691730880,0.019,1
11246791109548280,11246791109568360,Host(NUMA 7),Device ?,0.01,0.61,1781444304691879950,1781444304691900030,0.020,1
11246791109598090,11246791109618160,Host(NUMA 7),Device ?,0.02,0.82,1781444304692037000,1781444304692057070,0.020,1
11246791109647740,11246791109668260,Host(NUMA 7),Device ?,0.02,0.80,1781444304692192760,1781444304692213280,0.021,1
11246791109698640,11246791109719150,Host(NUMA 7),Device ?,0.02,0.80,1781444304692363020,1781444304692383530,0.021,1
11246791109748580,11246791109772850,Host(NUMA 7),Device ?,0.02,0.68,1781444304692515560,1781444304692539830,0.024,1
11246791109801720,11246791109822750,Host(NUMA 7),Device ?,0.02,0.78,1781444304692672980,1781444304692694010,0.021,1
11246791109849920,11246791109867810,Host(NUMA 7),Device ?,0.02,0.92,1781444304692832070,1781444304692849960,0.018,1
11246791109895320,11246791109914500,Host(NUMA 7),Device ?,0.02,0.85,1781444304692984560,1781444304693003740,0.019,1
11246791109943250,11246791109962240,Host(NUMA 7),Device ?,0.01,0.65,1781444304693136530,1781444304693155520,0.019,1
11246791109993370,11246791110012760,Host(NUMA 7),Device ?,0.02,0.84,1781444304693289440,1781444304693308830,0.019,1
11246791110045910,11246791110065520,Host(NUMA 7),Device ?,0.02,0.84,1781444304693466940,1781444304693486550,0.020,1
11246791110096830,11246791110116210,Host(NUMA 7),Device ?,0.02,0.85,1781444304693623960,1781444304693643340,0.019,1
11246791110144770,11246791110166010,Host(NUMA 7),Device ?,0.02,0.77,1781444304693777940,1781444304693799180,0.021,1
11246791110192800,11246791110211390,Host(NUMA 7),Device ?,0.02,0.88,1781444304693934350,1781444304693952940,0.019,1
11246791110238650,11246791110257400,Host(NUMA 7),Device ?,0.02,0.87,1781444304694088770,1781444304694107520,0.019,1
11246791110285190,11246791110303370,Host(NUMA 7),Device ?,0.02,0.90,1781444304694243110,1781444304694261290,0.018,1
11246791110336820,11246791110357910,Host(NUMA 7),Device ?,0.01,0.58,1781444304694396740,1781444304694417830,0.021,1
11246791110388260,11246791110412560,Host(NUMA 7),Device ?,0.02,0.67,1781444304694546580,1781444304694570880,0.024,1
11246791110442370,11246791110459620,Host(NUMA 7),Device ?,0.02,0.95,1781444304694705000,1781444304694722250,0.017,1
11246791110486590,11246791110505500,Host(NUMA 7),Device ?,0.02,0.87,1781444304694856960,1781444304694875870,0.019,1
11246791110532710,11246791110555030,Host(NUMA 7),Device ?,0.02,0.73,1781444304695019380,1781444304695041700,0.022,1
11246791110584170,11246791110602110,Host(NUMA 7),Device ?,0.02,0.91,1781444304695180100,1781444304695198040,0.018,1
11246791110631230,11246791110650780,Host(NUMA 7),Device ?,0.02,0.84,1781444304695330580,1781444304695350130,0.020,1
11246791110680300,11246791110699380,Host(NUMA 7),Device ?,0.02,0.86,1781444304695483060,1781444304695502140,0.019,1
11246791110728010,11246791110747770,Host(NUMA 7),Device ?,0.01,0.62,1781444304695636730,1781444304695656490,0.020,1
11246791110776160,11246791110794860,Host(NUMA 7),Device ?,0.02,0.88,1781444304695791570,1781444304695810270,0.019,1
11246791110823380,11246791110844270,Host(NUMA 7),Device ?,0.02,0.78,1781444304695941540,1781444304695962430,0.021,1
11246791110873490,11246791110892230,Host(NUMA 7),Device ?,0.02,0.87,1781444304696098970,1781444304696117710,0.019,1
11246791110920880,11246791110939810,Host(NUMA 7),Device ?,0.02,0.87,1781444304696251650,1781444304696270580,0.019,1
11246791110970780,11246791110991380,Host(NUMA 7),Device ?,0.02,0.80,1781444304696404770,1781444304696425370,0.021,1
11246791111020930,11246791111040440,Host(NUMA 7),Device ?,0.02,0.84,1781444304696571520,1781444304696591030,0.020,1
11246791111070600,11246791111090450,Host(NUMA 7),Device ?,0.02,0.83,1781444304696739780,1781444304696759630,0.020,1
11246791111119590,11246791111140620,Host(NUMA 7),Device ?,0.01,0.58,1781444304696890760,1781444304696911790,0.021,1
11246791111170540,11246791111194450,Host(NUMA 7),Device ?,0.02,0.69,1781444304697046760,1781444304697070670,0.024,1
11246791111224530,11246791111243850,Host(NUMA 7),Device ?,0.02,0.85,1781444304697208630,1781444304697227950,0.019,1
11246791111279450,11246791111299140,Host(NUMA 7),Device ?,0.02,0.83,1781444304697362380,1781444304697382070,0.020,1
11246791111327780,11246791111350870,Host(NUMA 7),Device ?,0.02,0.71,1781444304697515090,1781444304697538180,0.023,1
11246791111382000,11246791111400960,Host(NUMA 7),Device ?,0.02,0.86,1781444304697684060,1781444304697703020,0.019,1
11246791111430200,11246791111449880,Host(NUMA 7),Device ?,0.02,0.83,1781444304697865700,1781444304697885380,0.020,1
11246791111477420,11246791111497310,Host(NUMA 7),Device ?,0.02,0.82,1781444304698024340,1781444304698044230,0.020,1
11246791111526250,11246791111547060,Host(NUMA 7),Device ?,0.01,0.59,1781444304698182920,1781444304698203730,0.021,1
11246791111575360,11246791111599980,Host(NUMA 7),Device ?,0.02,0.67,1781444304698342250,1781444304698366870,0.025,1
11246791111627590,11246791111647730,Host(NUMA 7),Device ?,0.02,0.81,1781444304698506660,1781444304698526800,0.020,1
11246791111676290,11246791111693810,Host(NUMA 7),Device ?,0.02,0.94,1781444304698670850,1781444304698688370,0.018,1
11246791111720820,11246791111741180,Host(NUMA 7),Device ?,0.02,0.80,1781444304698827480,1781444304698847840,0.020,1
11246791111769700,11246791111789290,Host(NUMA 7),Device ?,0.02,0.84,1781444304699017330,1781444304699036920,0.020,1
11246791111817760,11246791111835950,Host(NUMA 7),Device ?,0.02,0.90,1781444304699186440,1781444304699204630,0.018,1
11246791111865560,11246791111884800,Host(NUMA 7),Device ?,0.02,0.85,1781444304699349700,1781444304699368940,0.019,1
11246791111914470,11246791111933000,Host(NUMA 7),Device ?,0.01,0.66,1781444304699509680,1781444304699528210,0.019,1
11246791111962710,11246791111986600,Host(NUMA 7),Device ?,0.02,0.69,1781444304699657220,1781444304699681110,0.024,1
11246791112032910,11246791112053470,Host(NUMA 7),Device ?,0.02,0.80,1781444304699826140,1781444304699846700,0.021,1
11246791112085690,11246791112106450,Host(NUMA 7),Device ?,0.02,0.79,1781444304699982810,1781444304700003570,0.021,1
11246791112138020,11246791112163530,Host(NUMA 7),Device ?,0.02,0.64,1781444304700131570,1781444304700157080,0.026,1
11246791112195670,11246791112216910,Host(NUMA 7),Device ?,0.02,0.77,1781444304700288800,1781444304700310040,0.021,1
11246791112247600,11246791112266490,Host(NUMA 7),Device ?,0.02,0.87,1781444304700445970,1781444304700464860,0.019,1
11246791112297940,11246791112318260,Host(NUMA 7),Device ?,0.02,0.81,1781444304700599140,1781444304700619460,0.020,1
11246791112347640,11246791112367610,Host(NUMA 7),Device ?,0.01,0.62,1781444304700753240,1781444304700773210,0.020,1
11246791112397450,11246791112423970,Host(NUMA 7),Device ?,0.02,0.62,1781444304700899660,1781444304700926180,0.027,1
11246791112458700,11246791112478200,Host(NUMA 7),Device ?,0.02,0.84,1781444304701058620,1781444304701078120,0.019,1
11246791112519400,11246791112539200,Host(NUMA 7),Device ?,0.02,0.83,1781444304701214360,1781444304701234160,0.020,1
11246791112569550,11246791112593220,Host(NUMA 7),Device ?,0.02,0.69,1781444304701365230,1781444304701388900,0.024,1
11246791112621780,11246791112641640,Host(NUMA 7),Device ?,0.02,0.82,1781444304701524740,1781444304701544600,0.020,1
11246791112671980,11246791112691340,Host(NUMA 7),Device ?,0.02,0.85,1781444304701677290,1781444304701696650,0.019,1
11246791112721250,11246791112740890,Host(NUMA 7),Device ?,0.02,0.83,1781444304701843140,1781444304701862780,0.020,1
