[Fri Jun 12 16:14:58 CST 2026] 等待 20 分钟建立基线...
[Fri Jun 12 16:14:58 CST 2026] === 第1次注入: 极限竞争 (1ms, 10min, BOTH) ===
✓ ProbeExecutor 初始化成功 (设备 0)
  Buffer 大小: 128 MB (probe_bandwidth 固定)
  间隔: 1 ms
  方向: BOTH

============================================================
带宽竞争注入器启动 (基于 ProbeExecutor)
  按 Ctrl+C 停止
============================================================
  [75.9s] 9300 copies, 1162.50 GB, avg 15.31 GB/s
  [76.4s] 9350 copies, 1168.75 GB, avg 15.31 GB/s
  [76.8s] 9400 copies, 1175.00 GB, avg 15.30 GB/s
  [77.2s] 9450 copies, 1181.25 GB, avg 15.31 GB/s
  [77.6s] 9500 copies, 1187.50 GB, avg 15.31 GB/s
  [78.0s] 9550 copies, 1193.75 GB, avg 15.31 GB/s
  [78.4s] 9600 copies, 1200.00 GB, avg 15.31 GB/s
  [78.8s] 9650 copies, 1206.25 GB, avg 15.31 GB/s
  [79.2s] 9700 copies, 1212.50 GB, avg 15.31 GB/s
  [79.6s] 9750 copies, 1218.75 GB, avg 15.31 GB/s
  [80.0s] 9800 copies, 1225.00 GB, avg 15.31 GB/s
  [80.4s] 9850 copies, 1231.25 GB, avg 15.31 GB/s
  [80.8s] 9900 copies, 1237.50 GB, avg 15.31 GB/s
  [81.2s] 9950 copies, 1243.75 GB, avg 15.31 GB/s
  [81.6s] 10000 copies, 1250.00 GB, avg 15.31 GB/s
  [82.0s] 10050 copies, 1256.25 GB, avg 15.31 GB/s
  [82.4s] 10100 copies, 1262.50 GB, avg 15.32 GB/s
  [82.9s] 10150 copies, 1268.75 GB, avg 15.31 GB/s
  [83.3s] 10200 copies, 1275.00 GB, avg 15.31 GB/s
  [83.7s] 10250 copies, 1281.25 GB, avg 15.31 GB/s
  [84.1s] 10300 copies, 1287.50 GB, avg 15.32 GB/s
  [84.5s] 10350 copies, 1293.75 GB, avg 15.31 GB/s
  [84.9s] 10400 copies, 1300.00 GB, avg 15.31 GB/s
  [85.3s] 10450 copies, 1306.25 GB, avg 15.31 GB/s
  [85.7s] 10500 copies, 1312.50 GB, avg 15.31 GB/s
  [86.1s] 10550 copies, 1318.75 GB, avg 15.31 GB/s
